Significantly Down-regulated protein groups: Injured vs Non-injured No Diet Kidney Lysate,,,,,,,,,,,,,,
897 Significantly down-regulated protein groups (log2(FC) <= -0.58 & q-value <= 0.01) ,,,,,,,,,,,,,,
120 min DIA sample files  were searched with 120 min Deep Library in Spectronaut v16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UniProtIds,Genes,ProteinDescriptions,ProteinNames,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# Unique Total Peptides,% Change,Ratio,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Q9JM62;Q9JM62-2,Reep6,Receptor expression-enhancing protein 6;Isoform 2 of Receptor expression-enhancing protein 6,REEP6_MOUSE,-2.188532349,2.188532349,5.86E-05,2.27E-05,2,-78.06255139,0.219374486,"photoreceptor inner segment,nucleus,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane,rod spherule,apical part of cell,plasma membrane;",protein binding;,"regulation of intracellular transport,detection of light stimulus involved in visual perception;",
Q99JR6,Nmnat3,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,NMNA3_MOUSE,-0.977773581,0.977773581,5.75E-05,2.24E-05,7,-49.22372667,0.507762733,mitochondrion,"nicotinamide-nucleotide adenylyltransferase activity,nicotinate-nucleotide adenylyltransferase activity,ATP binding","NAD biosynthetic process,response to wounding,'de novo' NAD biosynthetic process from aspartate",
Q9DCT2,Ndufs3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUS3_MOUSE,-1.120772772,1.120772772,5.47E-05,2.14E-05,16,-54.01525555,0.459847444,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,nuclear body,mitochondrial membrane,myelin sheath","NADH dehydrogenase activity,NADH dehydrogenase (ubiquinone) activity","substantia nigra development,negative regulation of cell growth,cellular respiration,reactive oxygen species metabolic process,negative regulation of intrinsic apoptotic signaling pathway",
Q9Z1Q2,Abhd16a,Protein ABHD16A,ABHGA_MOUSE,-0.616575636,0.616575636,5.41E-05,2.12E-05,7,-34.77828129,0.652217187,integral component of membrane,acylglycerol lipase activity,"monoacylglycerol catabolic process,prostaglandin catabolic process",
Q7TNL9,Chchd10,Coiled-coil-helix-coiled-coil-helix domain containing 10,Q7TNL9_MOUSE,-1.077230324,1.077230324,5.42E-05,2.12E-05,2,-52.60621868,0.473937813,"nucleus,mitochondrion,mitochondrial intermembrane space",molecular_function,"oxidative phosphorylation,ATP biosynthetic process,mitochondrion organization,negative regulation of ATP citrate synthase activity",
Q9D1F9,Slc37a4,Protein Slc37a4,Q9D1F9_MOUSE,-1.222827859,1.222827859,5.38E-05,2.12E-05,3,-57.15579044,0.428442096,,,,
Q8CGA3,Slc43a2,Large neutral amino acids transporter small subunit 4,LAT4_MOUSE,-1.411935342,1.411935342,5.39E-05,2.12E-05,3,-62.4192788,0.375807212,"plasma membrane,integral component of plasma membrane","neutral amino acid transmembrane transporter activity,L-amino acid transmembrane transporter activity","neutral amino acid transport,L-amino acid transport,L-alpha-amino acid transmembrane transport",
E9Q3V2,Slc35a3,UDP-N-acetylglucosamine transporter (Fragment),E9Q3V2_MOUSE,-1.465421631,1.465421631,5.41E-05,2.12E-05,2,-63.78703101,0.36212969,,,,
Q99KP3,Cryl1,Lambda-crystallin homolog,CRYL1_MOUSE,-1.074785599,1.074785599,5.35E-05,2.11E-05,23,-52.52583926,0.474741607,"cytosol,extracellular exosome","3-hydroxyacyl-CoA dehydrogenase activity,protein homodimerization activity,L-gulonate 3-dehydrogenase activity,NAD+ binding","fatty acid metabolic process,oxidation-reduction process",
Q9CZX9,Emc4,ER membrane protein complex subunit 4,EMC4_MOUSE,-0.667952857,0.667952857,4.79E-05,1.91E-05,2,-37.06008468,0.629399153,"integral component of membrane,ER membrane protein complex",molecular_function,"apoptotic process,protein folding in endoplasmic reticulum",
P97449,Anpep,Aminopeptidase N,AMPN_MOUSE,-0.856108647,0.856108647,4.68E-05,1.87E-05,46,-44.75593626,0.552440637,"extracellular space,nucleus,cytoplasm,lysosomal membrane,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,external side of plasma membrane,integral component of membrane,extracellular exosome","zinc ion binding,peptide binding,metalloaminopeptidase activity","angiogenesis,proteolysis,signal transduction,cell-cell signaling,regulation of blood pressure,cell differentiation,peptide catabolic process",
E9Q0U7;Q61699;Q61699-2,Hsph1,Heat shock protein 105 kDa;Heat shock protein 105 kDa;Isoform HSP105-beta of Heat shock protein 105 kDa,E9Q0U7_MOUSE;HS105_MOUSE;HS105_MOUSE,-0.597916713,0.597916713,4.61E-05,1.85E-05,28,-33.92926557,0.660707344,";extracellular region,nucleus,nucleoplasm,cytoplasm,cytosol,protein complex,extracellular exosome,microtubule;",";adenyl-nucleotide exchange factor activity,protein binding,ATP binding,alpha-tubulin binding;",";receptor-mediated endocytosis,response to unfolded protein,negative regulation of neuron apoptotic process,positive regulation of MHC class I biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,chaperone mediated protein folding requiring cofactor,positive regulation of NK T cell activation,positive regulation of protein tyrosine kinase activity,regulation of microtubule cytoskeleton organization,negative regulation of establishment of protein localization to mitochondrion,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,negative regulation of p38MAPK cascade,negative regulation of apoptotic signaling pathway;",
Q80X80,C2cd2l,C2 domain-containing protein 2-like,C2C2L_MOUSE,-1.092579012,1.092579012,4.56E-05,1.83E-05,8,-53.1077637,0.468922363,"endoplasmic reticulum membrane,integral component of membrane,cortical endoplasmic reticulum,cytoplasmic side of apical plasma membrane","phospholipid transporter activity,phosphatidylinositol transporter activity,phosphatidylinositol binding,insulin binding","phospholipid transport,positive regulation of insulin secretion involved in cellular response to glucose stimulus",
Q9D023,Mpc2,Mitochondrial pyruvate carrier 2,MPC2_MOUSE,-1.354877689,1.354877689,4.41E-05,1.78E-05,8,-60.90320338,0.390967966,"nucleus,mitochondrion,integral component of mitochondrial inner membrane",pyruvate transmembrane transporter activity,"positive regulation of insulin secretion involved in cellular response to glucose stimulus,mitochondrial acetyl-CoA biosynthetic process from pyruvate,mitochondrial pyruvate transmembrane transport",
Q99N92,Mrpl27,"39S ribosomal protein L27, mitochondrial",RM27_MOUSE,-0.887273241,0.887273241,4.31E-05,1.74E-05,4,-45.93650221,0.540634978,"mitochondrion,mitochondrial large ribosomal subunit","RNA binding,structural constituent of ribosome",translation,
Q3V0K9,Pls1,Plastin-1,PLSI_MOUSE,-1.058581394,1.058581394,4.31E-05,1.74E-05,21,-51.98960849,0.480103915,"cytoplasm,actin filament,brush border,actin filament bundle,extracellular exosome,terminal web","calcium ion binding,protein binding,actin filament binding","intestinal D-glucose absorption,regulation of microvillus length,positive regulation of multicellular organism growth,actin filament bundle assembly,actin filament network formation,actin crosslink formation,terminal web assembly,positive regulation of protein localization to plasma membrane,microvillus assembly",
E9PVU9;E9PZ91;F6SV10;O89106,Fhit,Bis(5'-adenosyl)-triphosphatase (Fragment);Bis(5'-adenosyl)-triphosphatase;Bis(5'-adenosyl)-triphosphatase (Fragment);Bis(5'-adenosyl)-triphosphatase,E9PVU9_MOUSE;E9PZ91_MOUSE;F6SV10_MOUSE;FHIT_MOUSE,-1.224693252,1.224693252,4.25E-05,1.73E-05,4,-57.21115186,0.427888481,";;;fibrillar center,cytoplasm,cytosol,plasma membrane,extracellular exosome",";;;nucleotide binding,catalytic activity,hydrolase activity,ubiquitin protein ligase binding,identical protein binding,bis(5'-adenosyl)-triphosphatase activity",";;;purine nucleotide metabolic process,DNA replication,transcription, DNA-templated,regulation of transcription, DNA-templated,nucleotide metabolic process,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,intrinsic apoptotic signaling pathway by p53 class mediator",
Q99N23,Ca15,Carbonic anhydrase 15,CAH15_MOUSE,-1.436418772,1.436418772,4.24E-05,1.72E-05,5,-63.05166578,0.369483342,"extracellular region,membrane,anchored component of plasma membrane","carbonate dehydratase activity,metal ion binding",,
Q9WVL3;Q9WVL3-2,Slc12a7,Solute carrier family 12 member 7;Isoform 2 of Solute carrier family 12 member 7,S12A7_MOUSE,-1.182014639,1.182014639,4.15E-05,1.69E-05,7,-55.92643932,0.440735607,"plasma membrane,integral component of plasma membrane;","cation:chloride symporter activity,potassium:chloride symporter activity,protein kinase binding,potassium ion symporter activity;","cell volume homeostasis,chemical synaptic transmission,potassium ion transmembrane transport,chloride transmembrane transport;",
Q9DCB8,Isca2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",ISCA2_MOUSE,-1.037831798,1.037831798,4.09E-05,1.67E-05,4,-51.29410836,0.487058916,mitochondrion,"structural molecule activity,iron ion binding,2 iron, 2 sulfur cluster binding,4 iron, 4 sulfur cluster binding","iron-sulfur cluster assembly,protein maturation,protein maturation by iron-sulfur cluster transfer",
P60603,Romo1,Reactive oxygen species modulator 1,ROMO1_MOUSE,-1.993747064,1.993747064,4.01E-05,1.64E-05,2,-74.89140972,0.251085903,"mitochondrion,mitochondrial inner membrane,integral component of membrane",molecular_function,"replicative cell aging,positive regulation of cell proliferation,killing of cells of other organism,cellular response to reactive oxygen species,defense response to bacterium,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,cytolysis in other organism,Requires Ontology,positive regulation of reactive oxygen species metabolic process",
Q5SWT3,Slc25a35,Solute carrier family 25 member 35,S2535_MOUSE,-2.217750539,2.217750539,3.92E-05,1.61E-05,3,-78.50237093,0.214976291,"mitochondrion,mitochondrial inner membrane,integral component of membrane",transmembrane transporter activity,"mitochondrial transport,transmembrane transport",
P47199,Cryz,Quinone oxidoreductase,QOR_MOUSE,-1.075262057,1.075262057,3.89E-05,1.60E-05,22,-52.54151528,0.474584847,"cytosol,extracellular exosome","mRNA 3'-UTR binding,NADPH:quinone reductase activity,zinc ion binding,NADP binding,NADPH binding,NADH binding","xenobiotic catabolic process,protein homotetramerization,oxidation-reduction process",
Q9DD20,Mettl7b,Methyltransferase-like protein 7B,MET7B_MOUSE,-0.780316479,0.780316479,3.74E-05,1.55E-05,11,-41.77609447,0.582239055,,methyltransferase activity,methylation,
Q8BYF6,Slc5a8,Sodium-coupled monocarboxylate transporter 1,SC5A8_MOUSE,-1.648572569,1.648572569,3.68E-05,1.52E-05,7,-68.10444182,0.318955582,"integral component of membrane,apical plasma membrane,extracellular exosome",symporter activity,"sodium ion transport,apoptotic process,transmembrane transport",
O88967,Yme1l1,ATP-dependent zinc metalloprotease YME1L1,YMEL1_MOUSE,-0.888600963,0.888600963,3.44E-05,1.43E-05,10,-45.98623432,0.540137657,"mitochondrion,mitochondrial inner membrane,membrane,integral component of membrane,nuclear body","ATP-dependent peptidase activity,metalloendopeptidase activity,ATP binding,metallopeptidase activity,metal ion binding","misfolded or incompletely synthesized protein catabolic process,mitochondrion organization,cell proliferation,protein hexamerization,mitochondrial protein processing,mitochondrial protein catabolic process,negative regulation of apoptotic process",
Q9DCS9,Ndufb10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUBA_MOUSE,-1.096904554,1.096904554,3.38E-05,1.41E-05,12,-53.24814721,0.467518528,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,extracellular exosome",molecular_function,"mitochondrial respiratory chain complex I assembly,oxidation-reduction process",
Q8VCI5,Pex19,Peroxisomal biogenesis factor 19,PEX19_MOUSE,-0.710227406,0.710227406,3.27E-05,1.37E-05,3,-38.87762134,0.611223787,"nucleus,nucleoplasm,cytoplasm,peroxisome,peroxisomal membrane,cytosol,integral component of membrane,protein complex","protein binding,peroxisome membrane targeting sequence binding,peroxisome membrane class-1 targeting sequence binding,protein N-terminus binding,ATPase binding","protein targeting to peroxisome,peroxisome organization,peroxisome membrane biogenesis,peroxisome fission,protein import into peroxisome membrane,protein stabilization,chaperone-mediated protein folding,chaperone-mediated protein transport,establishment of protein localization to peroxisome,negative regulation of lipid binding",
P21278,Gna11,Guanine nucleotide-binding protein subunit alpha-11,GNA11_MOUSE,-0.590016735,0.590016735,3.00E-05,1.28E-05,7,-33.56647991,0.664335201,"lysosomal membrane,heterotrimeric G-protein complex,extracellular exosome","GTPase activity,signal transducer activity,GTP binding,G-protein beta/gamma-subunit complex binding,type 2A serotonin receptor binding,metal ion binding,alkylglycerophosphoethanolamine phosphodiesterase activity","skeletal system development,action potential,G-protein coupled receptor signaling pathway,adenylate cyclase-modulating G-protein coupled receptor signaling pathway,heart development,regulation of melanocyte differentiation,developmental pigmentation,phospholipase C-activating dopamine receptor signaling pathway,protein heterotrimerization,cellular response to pH,glutamate receptor signaling pathway",
A0A0A0MQC7;A2A5Y6;P10637,Mapt,Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein tau,A0A0A0MQC7_MOUSE;A2A5Y6_MOUSE;TAU_MOUSE,-1.213238825,1.213238825,2.95E-05,1.26E-05,8,-56.87007312,0.431299269,";;nucleus,cytoplasm,cytosol,microtubule,microtubule associated complex,plasma membrane,axoneme,postsynaptic density,microtubule cytoskeleton,nuclear speck,axon,dendrite,growth cone,axolemma,nuclear periphery,cytoplasmic ribonucleoprotein granule,somatodendritic compartment,neuronal cell body,cell body,tubulin complex,neurofibrillary tangle,membrane",";;DNA binding,protein binding,microtubule binding,SH3 domain binding,enzyme binding,protein kinase binding,apolipoprotein binding,identical protein binding,protein homodimerization activity,receptor agonist activity,lipoprotein particle binding,microtubule lateral binding",";;microtubule cytoskeleton organization,neuron migration,axonogenesis,memory,adult walking behavior,axo-dendritic transport,regulation of receptor activity,regulation of autophagy,negative regulation of gene expression,negative regulation of mitochondrial membrane potential,regulation of microtubule polymerization or depolymerization,positive regulation of microtubule polymerization,negative regulation of intracellular transport,positive regulation of superoxide anion generation,negative regulation of kinase activity,positive regulation of axon extension,mitochondrion transport along microtubule,intracellular distribution of mitochondria,axon extension,synapse organization,regulation of calcium-mediated signaling,regulation of microtubule-based movement,regulation of microtubule cytoskeleton organization,negative regulation of mitochondrial fission,fibril organization,regulation of cellular response to heat,positive regulation of neuron death,positive regulation of protein localization to synapse,negative regulation of establishment of protein localization to mitochondrion,positive regulation of cellular protein localization,amyloid fibril formation,regulation of response to DNA damage stimulus",
