Significantly Altered Protein Groups: No Diet Injured vs. Healthy Kidney Lysates,,,,,,,,,,,,,,,,,,,,
"2,226 significantly altered protein groups (|log2(FC)| ³ 0.58 & q-value ² 0.01)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,Q3UF95;Q9Z1R2,Q3UF95;Q9Z1R2,0.964465695,0.964465695,1.22E-06,8.99E-07,16,Q3UF95;Q9Z1R2,Bag6,Large proline-rich protein BAG6,Q3UF95_MOUSE;BAG6_MOUSE,10,95.1340705,1.951340705,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm,cytosol,membrane,intracellular membrane-bounded organelle,extracellular exosome,BAT3 complex",";receptor binding,protein binding,toxic substance binding,Hsp70 protein binding,polyubiquitin binding,ubiquitin protein ligase binding,identical protein binding,ribosome binding,misfolded protein binding,proteasome binding,ubiquitin-specific protease binding",";kidney development,immune response-activating cell surface receptor signaling pathway,antigen processing and presentation of peptide antigen via MHC class I,ubiquitin-dependent protein catabolic process,transport,apoptotic process,synaptonemal complex assembly,spermatogenesis,brain development,embryo development,proteasomal protein catabolic process,chromatin modification,internal peptidyl-lysine acetylation,natural killer cell activation,cell differentiation,lung development,ER-associated ubiquitin-dependent protein catabolic process,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,regulation of cell proliferation,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of proteolysis,protein stabilization,Requires Ontology,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,ER-associated misfolded protein catabolic process,tail-anchored membrane protein insertion into ER membrane,positive regulation of ERAD pathway,maintenance of unfolded protein involved in ERAD pathway",
Injured / Non-injured,Q3U0V1,Q3U0V1,0.96485416,0.96485416,3.47E-05,1.44E-05,16,Q3U0V1,Khsrp,Far upstream element-binding protein 2,FUBP2_MOUSE,20,95.18661995,1.9518662,Injured,Non-injured,"nucleoplasm,cytosol,cytoplasmic stress granule,membrane","DNA binding,RNA binding,mRNA binding,mRNA 3'-UTR AU-rich region binding","transcription, DNA-templated,regulation of transcription, DNA-templated,mRNA processing,mRNA catabolic process,RNA splicing,miRNA metabolic process,regulation of mRNA stability,negative regulation of nitric oxide biosynthetic process,mRNA transport,positive regulation of mRNA catabolic process,3'-UTR-mediated mRNA destabilization,cellular response to cytokine stimulus,regulation of miRNA metabolic process",
Injured / Non-injured,Q99N84,Q99N84,-0.965636405,0.965636405,0.001336138,0.000346406,16,Q99N84,Mrps18b,"28S ribosomal protein S18b, mitochondrial",RT18B_MOUSE,4,-48.79475162,0.512052484,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial small ribosomal subunit,cell junction",structural constituent of ribosome,mitochondrial translation,
Injured / Non-injured,P27046,P27046,0.965942973,0.965942973,0.001517548,0.000389265,16,P27046,Man2a1,Alpha-mannosidase 2,MA2A1_MOUSE,17,95.33398447,1.953339845,Injured,Non-injured,"Golgi membrane,extracellular space,Golgi apparatus,Golgi medial cisterna,cis-Golgi network,membrane,integral component of membrane,extracellular exosome","alpha-mannosidase activity,mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity,mannosidase activity,hydrolase activity,hydrolase activity, hydrolyzing N-glycosyl compounds,carbohydrate binding,metal ion binding","in utero embryonic development,liver development,mannose metabolic process,protein glycosylation,N-glycan processing,protein deglycosylation,mitochondrion organization,vacuole organization,respiratory gaseous exchange,lung alveolus development,positive regulation of neurogenesis,retina morphogenesis in camera-type eye",
Injured / Non-injured,Q9CY73,Q9CY73,-0.966079348,0.966079348,6.37E-05,2.44E-05,15,Q9CY73,Mrpl44,"39S ribosomal protein L44, mitochondrial",RM44_MOUSE,4,-48.81047046,0.511895295,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial large ribosomal subunit,plasma membrane","RNA binding,double-stranded RNA binding,ribonuclease III activity","RNA processing,mitochondrial translational elongation,RNA phosphodiester bond hydrolysis, endonucleolytic",
Injured / Non-injured,P06869,P06869,0.966441292,0.966441292,0.000207071,6.74E-05,16,P06869,Plau,Urokinase-type plasminogen activator,UROK_MOUSE,7,95.40146606,1.954014661,Injured,Non-injured,"extracellular space,focal adhesion,cell surface,extracellular exosome","serine-type endopeptidase activity,protein binding","response to hypoxia,proteolysis,regulation of receptor activity,smooth muscle cell migration,regulation of smooth muscle cell migration,positive regulation of cell migration,plasminogen activation,regulation of cell adhesion mediated by integrin,regulation of cell proliferation,fibrinolysis,regulation of smooth muscle cell-matrix adhesion",
Injured / Non-injured,Q8VCA8,Q8VCA8,-0.966548369,0.966548369,0.000104394,3.72E-05,16,Q8VCA8,Scrn2,Secernin-2,SCRN2_MOUSE,18,-48.82710952,0.511728905,Injured,Non-injured,extracellular exosome,"molecular_function,dipeptidase activity","proteolysis,exocytosis",
Injured / Non-injured,O08583,O08583,0.968159686,0.968159686,1.33E-06,9.65E-07,16,O08583,Alyref,THO complex subunit 4,THOC4_MOUSE,8,95.63434751,1.956343475,Injured,Non-injured,"nucleus,spliceosomal complex,cytoplasm,nuclear speck","single-stranded DNA binding,RNA binding","mRNA processing,RNA splicing,mRNA transport",
Injured / Non-injured,Q80V26,Q80V26,0.969269156,0.969269156,0.001955498,0.000490257,14,Q80V26,Impad1,Inositol monophosphatase 3,IMPA3_MOUSE,2,95.78485316,1.957848532,Injured,Non-injured,"nucleus,Golgi apparatus,cytosol,membrane,integral component of membrane,nuclear body","3'-nucleotidase activity,3'(2'),5'-bisphosphate nucleotidase activity,inositol monophosphate 1-phosphatase activity,metal ion binding,inositol monophosphate 3-phosphatase activity,inositol monophosphate 4-phosphatase activity","skeletal system development,endochondral ossification,chondrocyte development,inositol biosynthetic process,post-embryonic development,dephosphorylation,chondroitin sulfate metabolic process,embryonic digit morphogenesis,phosphatidylinositol phosphorylation",
Injured / Non-injured,Q9R0H0,Q9R0H0,-0.970376575,0.970376575,5.62E-07,4.90E-07,16,Q9R0H0,Acox1,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1_MOUSE,44,-48.96271731,0.510372827,Injured,Non-injured,"nucleus,nucleoplasm,nucleolus,cytoplasm,mitochondrion,peroxisome,peroxisomal membrane,plasma membrane,membrane,intracellular membrane-bounded organelle","acyl-CoA dehydrogenase activity,acyl-CoA oxidase activity,receptor binding,palmitoyl-CoA oxidase activity,PDZ domain binding,protein N-terminus binding,flavin adenine dinucleotide binding,FAD binding","very long-chain fatty acid metabolic process,generation of precursor metabolites and energy,lipid metabolic process,fatty acid beta-oxidation,prostaglandin metabolic process,spermatogenesis,peroxisome fission,fatty acid oxidation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase,lipid homeostasis,positive regulation of cholesterol homeostasis",
Injured / Non-injured,P26041,P26041,0.970636919,0.970636919,8.85E-10,4.03E-09,16,P26041,Msn,Moesin,MOES_MOUSE,39,95.97055725,1.959705573,Injured,Non-injured,"uropod,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,plasma membrane,microvillus,focal adhesion,cell surface,basolateral plasma membrane,apical plasma membrane,filopodium,pseudopodium,microvillus membrane,vesicle,myelin sheath,apical part of cell,perinuclear region of cytoplasm,extracellular exosome,invadopodium,cell periphery,blood microparticle","double-stranded RNA binding,actin binding,receptor binding,enzyme binding,protein kinase binding,cell adhesion molecule binding","immunological synapse formation,regulation of cell shape,regulation of cell size,positive regulation of gene expression,gland morphogenesis,membrane to membrane docking,T cell proliferation,establishment of epithelial cell apical/basal polarity,establishment of endothelial barrier,T cell aggregation,cellular response to testosterone stimulus,positive regulation of podosome assembly,T cell migration,regulation of organelle assembly,positive regulation of protein localization to early endosome,positive regulation of cellular protein catabolic process,regulation of lymphocyte migration,positive regulation of early endosome to late endosome transport",
Injured / Non-injured,E9Q4N7;E9Q6R4,E9Q4N7;E9Q6R4,0.97065717,0.97065717,0.000701196,0.000196231,16,E9Q4N7;E9Q6R4,Arid1b,Protein Arid1b,E9Q4N7_MOUSE;E9Q6R4_MOUSE,2,95.97330811,1.959733081,Injured,Non-injured,"nucleus,nucleoplasm,cytosol,plasma membrane,SWI/SNF complex,nBAF complex;","molecular_function,DNA binding,protein binding;","chromatin remodeling,neuron-neuron synaptic transmission,dendritic spine development,dendritic cell dendrite assembly;",
Injured / Non-injured,Q6NV83;Q6NV83-2;Q6NV83-3,Q6NV83;Q6NV83-2;Q6NV83-3,0.970867925,0.970867925,0.000616265,0.000174855,16,Q6NV83;Q6NV83-2;Q6NV83-3,U2surp,U2 snRNP-associated SURP motif-containing protein;Isoform 2 of U2 snRNP-associated SURP motif-containing protein;Isoform 3 of U2 snRNP-associated SURP motif-containing protein,SR140_MOUSE,7,96.00193883,1.960019388,Injured,Non-injured,"nucleus,nucleoplasm;;",RNA binding;;,"RNA processing,biological_process;;",
Injured / Non-injured,Q9D6U8,Q9D6U8,-0.972181158,0.972181158,1.92E-05,8.70E-06,16,Q9D6U8,Fam162a,Protein FAM162A,F162A_MOUSE,3,-49.02651695,0.50973483,Injured,Non-injured,"mitochondrion,cytosol,integral component of membrane,extracellular exosome",molecular_function,"activation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of apoptotic process,neuron apoptotic process,cellular response to hypoxia,positive regulation of release of cytochrome c from mitochondria",
Injured / Non-injured,Q9CQ92,Q9CQ92,-0.972805535,0.972805535,9.42E-09,2.08E-08,16,Q9CQ92,Fis1,Mitochondrial fission 1 protein,FIS1_MOUSE,9,-49.04857276,0.509514272,Injured,Non-injured,"mitochondrion,peroxisome,integral component of peroxisomal membrane,endoplasmic reticulum,membrane,integral component of mitochondrial outer membrane,protein complex","receptor binding,protein complex binding","mitochondrial fission,mitophagy,release of cytochrome c from mitochondria,protein targeting to mitochondrion,positive regulation of cytosolic calcium ion concentration,mitochondrial fusion,regulation of mitochondrion organization,response to muscle activity,peroxisome fission,response to nutrient levels,negative regulation of endoplasmic reticulum calcium ion concentration,calcium-mediated signaling using intracellular calcium source,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of neuron apoptotic process,mitochondrial fragmentation involved in apoptotic process,protein homooligomerization,positive regulation of mitochondrial calcium ion concentration,mitochondrion morphogenesis,cellular response to glucose stimulus,positive regulation of mitochondrial fission,positive regulation of protein targeting to membrane,cellular response to toxic substance,cellular response to peptide,response to fluoride,cellular response to thapsigargin,response to flavonoid,response to hypobaric hypoxia,positive regulation of intrinsic apoptotic signaling pathway",
Injured / Non-injured,Q921H8,Q921H8,-0.972897395,0.972897395,1.76E-05,8.07E-06,16,Q921H8,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal",THIKA_MOUSE,17,-49.05181686,0.509481831,Injured,Non-injured,"mitochondrion,peroxisome,membrane,intracellular membrane-bounded organelle","acetyl-CoA C-acetyltransferase activity,acetate CoA-transferase activity,palmitoyl-CoA oxidase activity","very long-chain fatty acid metabolic process,fatty acid metabolic process,fatty acid beta-oxidation,bile acid metabolic process",
Injured / Non-injured,D3YYR5;D3Z5U5;Q9JJX6;Q9JJX6-2;Q9JJX6-3;Q9JJX6-4;Q9Z256;Q9Z257,D3YYR5;D3Z5U5;Q9JJX6;Q9JJX6-2;Q9JJX6-3;Q9JJX6-4;Q9Z256;Q9Z257,0.974205719,0.974205719,0.003401344,0.000807459,16,D3YYR5;D3Z5U5;Q9JJX6;Q9JJX6-2;Q9JJX6-3;Q9JJX6-4;Q9Z256;Q9Z257,P2rx4,P2X purinoceptor 4;P2X purinoceptor;P2X purinoceptor 4;Isoform b of P2X purinoceptor 4;Isoform c of P2X purinoceptor 4;Isoform d of P2X purinoceptor 4;P2X purinoceptor;P2X purinoceptor,D3YYR5_MOUSE;D3Z5U5_MOUSE;P2RX4_MOUSE;P2RX4_MOUSE;P2RX4_MOUSE;P2RX4_MOUSE;Q9Z256_MOUSE;Q9Z257_MOUSE,3,96.45593045,1.964559305,Injured,Non-injured,";;integral component of nuclear inner membrane,lysosomal membrane,integral component of plasma membrane,membrane,cell junction,apical part of cell,perinuclear region of cytoplasm,extracellular exosome,postsynapse;;;;;",";;purinergic nucleotide receptor activity,extracellular ATP-gated cation channel activity,ATP binding,cadherin binding;;;;;",";;nitric oxide biosynthetic process,transport,calcium ion transport,signal transduction,regulation of blood pressure,positive regulation of calcium ion transport into cytosol,negative regulation of cardiac muscle hypertrophy,response to ATP,ion transmembrane transport,response to fluid shear stress,purinergic nucleotide receptor signaling pathway,vasodilation,positive regulation of blood vessel endothelial cell migration,positive regulation of calcium-mediated signaling,membrane depolarization,regulation of cardiac muscle contraction,relaxation of cardiac muscle,excitatory postsynaptic potential,cellular response to ATP,apoptotic signaling pathway,cation transmembrane transport,positive regulation of endothelial cell chemotaxis;;;;;",
Injured / Non-injured,Q01730;Q9D031,Q01730;Q9D031,0.974591887,0.974591887,4.07E-09,1.12E-08,16,Q01730;Q9D031,Rsu1,Ras suppressor protein 1,RSU1_MOUSE;Q9D031_MOUSE,12,96.50852301,1.96508523,Injured,Non-injured,"intracellular,focal adhesion,extracellular exosome;",molecular_function;,"Ras protein signal transduction,positive regulation of cell-substrate adhesion,positive regulation of GTPase activity,positive regulation of neural precursor cell proliferation;",
Injured / Non-injured,P97364,P97364,-0.974638886,0.974638886,4.90E-06,2.85E-06,16,P97364,Sephs2,"Selenide, water dikinase 2",SPS2_MOUSE,11,-49.11327977,0.508867202,Injured,Non-injured,,"selenide, water dikinase activity,ATP binding","selenium compound metabolic process,selenocysteine biosynthetic process,phosphorylation",
Injured / Non-injured,Q8CH18;Q8CH18-3,Q8CH18;Q8CH18-3,0.974998139,0.974998139,3.77E-06,2.29E-06,16,Q8CH18;Q8CH18-3,Ccar1,Cell division cycle and apoptosis regulator protein 1;Isoform 3 of Cell division cycle and apoptosis regulator protein 1,CCAR1_MOUSE,12,96.56386614,1.965638661,Injured,Non-injured,"nuclear envelope lumen,perinuclear region of cytoplasm;","core promoter binding,transcription coactivator activity,transcription corepressor activity,RNA binding,protein binding,ligand-dependent nuclear receptor transcription coactivator activity;","transcription, DNA-templated,regulation of transcription, DNA-templated,apoptotic process,cell cycle,positive regulation of cell proliferation,positive regulation of cell migration,positive regulation of apoptotic process,negative regulation of nucleic acid-templated transcription;",
Injured / Non-injured,P62309,P62309,0.975014407,0.975014407,1.71E-05,7.87E-06,16,P62309,Snrpg,Small nuclear ribonucleoprotein G,RUXG_MOUSE,3,96.56608263,1.965660826,Injured,Non-injured,"U5 snRNP,U7 snRNP,U1 snRNP,U2 snRNP,U4 snRNP,U12-type spliceosomal complex,cytosol,methylosome,SMN-Sm protein complex,P granule,U2-type prespliceosome,precatalytic spliceosome,catalytic step 2 spliceosome,spliceosomal tri-snRNP complex",RNA binding,"spliceosomal snRNP assembly,mRNA splicing, via spliceosome",
Injured / Non-injured,A0A0J9YUZ4;P63158,A0A0J9YUZ4;P63158,0.9753383,0.9753383,1.04E-10,1.02E-09,16,A0A0J9YUZ4;P63158,Hmgb1,High mobility group protein B1 (Fragment);High mobility group protein B1,A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,15,96.61021778,1.966102178,Injured,Non-injured,";condensed chromosome,extracellular region,extracellular space,nucleus,cytoplasm,early endosome,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,cell surface,transcriptional repressor complex,neuron projection",";four-way junction DNA binding,open form four-way junction DNA binding,crossed form four-way junction DNA binding,bubble DNA binding,lipopolysaccharide binding,phosphatidylserine binding,bent DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,double-stranded RNA binding,single-stranded RNA binding,cytokine activity,protein binding,heparin binding,DNA binding, bending,calcium-dependent protein kinase regulator activity,lyase activity,C-X-C chemokine binding,protein kinase activator activity,DNA polymerase binding,repressing transcription factor binding,supercoiled DNA binding",";eye development,myeloid dendritic cell activation,positive regulation of protein phosphorylation,endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,activation of innate immune response,plasmacytoid dendritic cell activation,macrophage activation involved in immune response,inflammatory response to antigenic stimulus,regulation of tolerance induction,regulation of T cell mediated immune response to tumor cell,base-excision repair,autophagy,inflammatory response,positive regulation of cytosolic calcium ion concentration,regulation of receptor activity,regulation of autophagy,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,lung development,positive regulation of cell migration,chromatin assembly,regulation of restriction endodeoxyribonuclease activity,activation of protein kinase activity,DNA geometric change,positive regulation of mismatch repair,negative regulation of interferon-gamma production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,V(D)J recombination,positive regulation of toll-like receptor 2 signaling pathway,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of toll-like receptor 9 signaling pathway,T-helper 1 cell activation,endothelial cell chemotaxis,positive regulation of activated T cell proliferation,apoptotic cell clearance,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of DNA binding,negative regulation of blood vessel endothelial cell migration,T-helper 1 cell differentiation,innate immune response,positive regulation of innate immune response,positive regulation of myeloid cell differentiation,positive regulation of glycogen catabolic process,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,induction of positive chemotaxis,positive regulation of DNA ligation,response to glucocorticoid,positive regulation of ERK1 and ERK2 cascade,positive regulation of monocyte chemotaxis,positive regulation of wound healing,neutrophil clearance,positive regulation of NIK/NF-kappaB signaling,positive regulation of sprouting angiogenesis,tumor necrosis factor secretion,negative regulation of apoptotic cell clearance,positive regulation of interleukin-6 secretion,regulation of nucleotide-excision repair,positive regulation of dendritic cell differentiation",TRUE
